SlyID	AthID
Solyc05g005090.4	AT1G23380
Solyc05g006420.3	AT1G59940
Solyc01g094320.3	AT3G61230
Solyc08g006100.5	AT4G31330
Solyc09g092450.3	AT4G14070
Solyc07g049560.4	AT1G05000
Solyc12g038820.1	AT5G10460
Solyc04g072890.4	AT1G78070
Solyc11g013300.2	AT1G77700
Solyc08g066680.3	AT4G32790
Solyc12g032930.3	AT5G50530
Solyc12g032930.3	AT5G50640
Solyc08g014060.4	AT1G73180
Solyc09g075020.3	AT2G47800
Solyc10g081270.2	AT3G03610
Solyc03g117520.3	AT1G52520
Solyc01g096540.4	AT5G06970
Solyc05g052950.5	AT3G55580
Solyc01g111800.4	AT1G31830
Solyc07g005180.3	AT2G24290
Solyc05g051240.1	AT1G66180
Solyc07g025510.5	AT2G19580
Solyc12g044640.2	AT3G21350
Solyc08g015870.3	AT4G02600
Solyc04g008110.3	AT2G01830
Solyc05g046020.3	AT3G21770
Solyc01g106420.3	AT5G64500
Solyc04g082800.3	AT2G33585
Solyc04g080470.4	AT1G75230
Solyc02g084800.5	AT2G18150
Solyc09g019970.3	AT2G40930
Solyc02g078460.3	AT3G47160
Solyc06g069850.3	AT3G28910
Solyc12g042370.3	AT5G61830
Solyc02g067530.5	AT3G28480
Solyc03g083030.3	AT3G49290
Solyc02g093470.4	AT3G27470
Solyc06g075560.2	AT4G23490
Solyc01g110730.4	AT2G21200
Solyc01g110780.1	AT2G21200
Solyc01g110720.2	AT5G18030
Solyc02g086150.4	AT5G38290
Solyc10g075160.1	AT1G60950
Solyc07g049230.1	AT2G32180
Solyc11g032050.2	AT1G71691
Solyc11g043110.3	AT1G71250
Solyc12g010750.2	AT1G61250
Solyc01g008470.3	AT3G20920
Solyc11g011340.2	AT4G37980
Solyc07g064470.4	AT3G20510
Solyc11g069050.2	AT4G05160
Solyc08g079770.3	AT1G12480
Solyc05g046010.4	AT1G05260
Solyc01g111590.5	AT4G35050
Solyc11g044940.1	AT3G59420
Solyc10g080710.2	AT5G56680
Solyc06g054440.2	AT4G15475
Solyc10g084680.1	AT2G25680
Solyc06g071070.1	AT3G03980
Solyc03g044100.4	AT4G37520
Solyc02g014830.5	AT5G23210
Solyc11g007280.3	AT1G66950
Solyc03g113140.3	AT1G74700
Solyc12g042700.4	AT4G22000
Solyc01g080900.5	AT2G32440
Solyc09g010840.1	AT2G37630
Solyc03g121310.2	AT1G51730
Solyc04g077560.3	AT1G59520
Solyc07g007930.3	AT5G20250
Solyc04g074850.3	AT5G65380
Solyc05g052920.5	AT5G05980
Solyc03g058340.3	AT3G14430
Solyc10g045640.2	AT1G09580
Solyc08g077260.3	AT1G32410
Solyc03g123410.1	AT1G72610
Solyc05g015700.1	AT5G08391
Solyc01g091310.3	AT4G00090
Solyc01g105460.4	AT1G60600
Solyc09g074360.4	AT4G03110
Solyc03g082390.3	AT1G32790
Solyc04g015070.3	AT5G47710
Solyc02g064970.5	AT2G41480
Solyc12g096760.2	AT3G03080
Solyc08g008200.3	AT3G17630
Solyc11g068650.2	AT5G22350
Solyc01g007267.1	AT5G65820
Solyc03g097550.3	AT5G51140
Solyc01g109460.3	AT3G18830
Solyc04g010200.1	AT2G37360
Solyc08g042000.3	AT5G11110
Solyc02g077470.4	AT1G28510
Solyc12g098920.2	AT3G17470
Solyc10g079290.2	AT5G19620
Solyc10g006930.4	AT3G15410
Solyc06g075560.2	AT1G07850
Solyc10g084670.3	AT4G11420
Solyc02g077080.3	AT1G29050
Solyc05g008530.3	AT2G01110
Solyc12g006505.2	AT1G78960
Solyc07g005880.3	AT5G22010
Solyc11g069280.2	AT5G60520
Solyc11g066250.2	AT3G45010
Solyc03g118380.3	AT4G14660
Solyc11g010380.2	AT5G65380
Solyc08g016670.3	AT1G30070
Solyc09g075030.3	AT1G02870
Solyc01g110790.3	AT5G18060
Solyc05g042120.4	AT2G31340
Solyc12g099900.1	AT1G50420
Solyc04g056560.4	AT3G02750
Solyc12g006550.2	AT2G37990
Solyc03g119750.4	AT1G73930
Solyc01g103750.5	AT1G09795
Solyc07g056470.3	AT1G17180
Solyc03g007200.2	AT5G17000
Solyc10g078400.2	AT3G56750
Solyc03g123370.3	AT1G54130
Solyc03g033480.4	AT5G37055
Solyc10g006120.2	AT3G20300
Solyc05g007450.3	AT1G26840
Solyc03g053130.4	AT3G59530
Solyc09g074970.3	AT1G02880
Solyc12g038670.2	AT3G02250
Solyc12g098960.2	AT1G56720
Solyc06g071460.3	AT2G25355
Solyc07g063080.4	AT1G53140
Solyc03g058390.3	AT1G76810
Solyc04g005690.4	AT1G14650
Solyc08g081730.5	AT4G23630
Solyc03g123950.4	AT1G50440
Solyc09g090460.3	AT1G80770
Solyc01g097650.3	AT3G24460
Solyc04g082600.3	AT2G33700
Solyc04g071550.2	AT1G43580
Solyc04g071560.5	AT1G43580
Solyc06g008920.3	AT1G20560
Solyc01g106890.2	AT3G19660
Solyc06g060070.3	AT1G77330
Solyc04g078195.1	AT2G14900
Solyc11g005340.3	AT5G09820
Solyc02g093310.3	AT4G36945
Solyc03g118020.3	AT5G61780
Solyc05g012370.3	AT1G13820
Solyc12g096680.1	AT2G03880
Solyc02g088320.4	AT3G29180
Solyc08g008200.3	AT4G23700
Solyc07g053690.3	AT2G33845
Solyc02g086480.1	AT5G63090
Solyc07g064950.3	AT5G55220
Solyc02g093620.2	AT3G46610
Solyc09g083280.3	AT5G43700
Solyc02g092580.3	AT4G37530
Solyc10g083310.2	AT2G36200
Solyc11g068520.3	AT3G11490
Solyc12g096030.1	AT1G72820
Solyc10g084140.2	AT5G26030
Solyc04g081300.4	AT1G75680
Solyc10g055390.2	AT4G34950
Solyc03g025510.3	AT3G49050
Solyc06g005970.2	AT3G47040
Solyc06g062600.3	AT1G72970
Solyc05g007270.4	AT2G46420
Solyc10g050870.3	AT4G34420
Solyc07g006860.3	AT4G30270
Solyc03g110960.3	AT5G63310
Solyc05g021100.2	AT2G30880
Solyc02g064690.3	AT4G37580
Solyc05g053160.3	AT1G04560
Solyc01g090910.3	AT3G60600
Solyc07g062270.3	AT1G78680
Solyc01g102570.5	AT3G56150
Solyc01g080360.3	AT2G20790
Solyc02g085220.4	AT4G36630
Solyc07g065340.1	AT3G13110
Solyc06g036070.3	AT3G61415
Solyc01g091630.3	AT4G00730
Solyc09g083290.3	AT4G14550
Solyc01g107370.3	AT2G14900
Solyc12g042520.3	AT2G14900
Solyc12g089190.1	AT2G18328
Solyc11g067050.4	AT3G06500
Solyc04g007110.4	AT3G25805
Solyc03g025600.3	AT5G23870
Solyc01g097860.4	AT1G54520
Solyc02g084790.3	AT2G18150
Solyc10g005930.2	AT1G31860
Solyc12g008960.2	AT2G26190
Solyc09g064240.3	AT4G28706
Solyc04g074280.1	AT4G08940
Solyc01g102660.4	AT2G02390
Solyc04g076750.2	AT1G09930
Solyc12g096760.2	AT5G17000
Solyc11g016940.2	AT4G38730
Solyc04g080370.3	AT1G47330
Solyc03g119010.4	AT3G18165
Solyc10g080710.2	AT1G70980
Solyc08g078660.3	AT2G35720
Solyc01g008770.3	AT5G19390
Solyc11g012150.3	AT4G12610
Solyc06g076150.3	AT3G56150
Solyc06g076630.3	AT4G33420
Solyc09g082580.5	AT3G22810
Solyc07g065850.3	AT5G56020
Solyc01g111040.4	AT4G38810
Solyc10g008190.3	AT4G28440
Solyc07g061920.4	AT3G14570
Solyc08g008530.1	AT4G10750
Solyc03g031720.3	AT1G11650
Solyc07g042020.3	AT5G20680
Solyc05g049870.3	AT1G01780
Solyc04g015680.3	AT2G41790
Solyc06g074770.4	AT5G15400
Solyc04g010200.1	AT3G53510
Solyc03g063220.2	AT3G12810
Solyc01g104170.3	AT4G35450
Solyc08g068350.3	AT4G32750
Solyc01g096060.4	AT2G46520
Solyc11g010580.2	AT3G27230
Solyc06g053800.3	AT2G03820
Solyc10g039190.2	AT3G21540
Solyc01g110910.4	AT5G18030
Solyc02g063340.1	AT5G17480
Solyc11g011610.2	AT1G79260
Solyc01g009850.5	AT1G27435
Solyc05g009430.3	AT1G68290
Solyc12g005140.2	AT5G54860
Solyc07g041080.3	AT4G29830
Solyc05g018417.1	AT3G24360
Solyc10g047340.2	AT5G09430
Solyc07g055260.3	AT2G42750
Solyc05g012400.4	AT1G26470
Solyc07g047710.3	AT5G35740
Solyc08g023495.1	AT5G43830
Solyc10g083870.2	AT3G09890
Solyc09g083280.3	AT1G04240
Solyc09g075390.4	AT4G02260
Solyc03g113490.3	AT1G74790
Solyc05g014720.5	AT5G63920
Solyc11g065070.2	AT2G26800
Solyc04g051670.3	AT1G10490
Solyc10g038130.3	AT3G05910
Solyc04g025400.3	AT3G18220
Solyc02g069710.4	AT1G54115
Solyc07g052290.1	AT1G05140
Solyc02g086930.4	AT3G01470
Solyc06g060500.1	AT4G22810
Solyc01g006740.4	AT2G35840
Solyc09g061940.3	AT5G48940
Solyc03g121210.4	AT3G21350
Solyc08g066180.3	AT2G25870
Solyc01g107870.3	AT4G34110
Solyc03g019730.5	AT4G24940
Solyc11g007290.1	AT2G36380
Solyc10g083600.2	AT3G23620
Solyc10g078480.2	AT1G16570
Solyc04g079840.4	AT4G36860
Solyc03g007690.1	AT5G52860
Solyc06g060230.3	AT1G01720
Solyc09g010940.4	AT5G02230
Solyc09g091080.5	AT4G28710
Solyc04g009430.3	AT5G09230
Solyc01g108210.4	AT3G19270
Solyc02g078285.1	AT1G02680
Solyc05g010810.1	AT1G13640
Solyc05g010813.2	AT1G13640
Solyc12g089040.3	AT1G75080
Solyc05g010060.4	AT1G68740
Solyc02g067740.4	AT3G27930
Solyc01g009090.3	AT2G27100
Solyc03g058920.3	AT5G15090
Solyc02g063544.2	AT3G49700
Solyc12g019290.1	AT2G37230
Solyc05g056030.3	AT2G39220
Solyc10g076450.2	AT3G51770
Solyc01g110670.3	AT4G34770
Solyc01g110770.2	AT4G34770
Solyc07g008360.2	AT3G21240
Solyc11g013840.3	AT1G34270
Solyc05g052680.1	AT2G39980
Solyc01g057900.3	AT3G17205
Solyc08g068250.4	AT4G32710
Solyc07g007120.3	AT5G11060
Solyc08g067050.3	AT1G04870
Solyc06g075080.4	AT5G20070
Solyc05g052310.3	AT3G56190
Solyc12g096760.2	AT1G26320
Solyc11g008440.3	AT2G39130
Solyc11g011250.3	AT5G16710
Solyc09g011370.3	AT1G80570
Solyc10g085630.3	AT4G31810
Solyc12g017830.3	AT3G43300
Solyc02g087190.1	AT5G40150
Solyc01g104600.4	AT4G14110
Solyc06g084270.3	AT4G02790
Solyc11g018690.2	AT1G71960
Solyc06g062990.3	AT1G72470
Solyc08g081130.4	AT4G23330
Solyc05g009570.3	AT1G68590
Solyc07g053760.4	AT4G28400
Solyc10g074920.2	AT5G01930
Solyc01g008240.4	AT3G19940
Solyc06g009170.3	AT4G02340
Solyc02g090910.3	AT4G36960
Solyc04g074980.3	AT5G49980
Solyc03g117430.3	AT1G15730
Solyc09g075900.3	AT5G19530
Solyc02g093080.3	AT3G50210
Solyc11g012510.3	AT4G17230
Solyc05g007750.4	AT2G04660
Solyc05g012790.4	AT1G69420
Solyc07g007590.1	AT5G34930
Solyc01g110880.1	AT5G18050
Solyc10g047960.3	AT3G49720
Solyc07g063110.4	AT3G15350
Solyc09g065930.5	AT2G41945
Solyc03g025410.4	AT4G23430
Solyc08g014150.5	AT3G59660
Solyc05g012220.3	AT2G03620
Solyc02g085670.3	AT4G36790
Solyc06g068860.3	AT5G13980
Solyc02g078960.4	AT4G21570
Solyc05g012090.4	AT1G69190
Solyc04g082010.1	AT1G20340
Solyc07g062030.3	AT1G53520
Solyc02g063075.1	AT4G14600
Solyc07g065700.4	AT1G55840
Solyc09g072900.4	AT3G23600
Solyc03g025950.4	AT3G48890
Solyc02g070250.5	AT2G34690
Solyc04g076830.4	AT5G64460
Solyc07g007970.3	AT5G52540
Solyc02g081300.3	AT1G73370
Solyc02g084780.5	AT2G18150
Solyc09g059500.3	AT3G07220
Solyc09g075850.3	AT4G14950
Solyc10g085740.2	AT5G03820
Solyc09g065280.4	AT1G03140
Solyc03g025370.3	AT4G23420
Solyc03g118660.3	AT1G48550
Solyc01g095200.3	AT4G23630
Solyc03g044190.3	AT5G67290
Solyc03g120250.3	AT3G15990
Solyc01g112350.3	AT4G38200
Solyc01g102895.1	AT5G38940
Solyc02g063020.4	AT4G36790
Solyc01g111000.4	AT4G34810
Solyc01g110730.4	AT3G03850
Solyc01g110780.1	AT3G03850
Solyc01g110940.3	AT4G34810
Solyc11g067000.3	AT2G36380
Solyc03g121250.3	AT2G25910
Solyc08g080050.4	AT4G22890
Solyc10g018390.3	AT5G28237
Solyc08g061090.3	AT4G32400
Solyc01g109680.3	AT4G39235
Solyc02g082700.3	AT1G20696
Solyc07g054830.4	AT4G28130
Solyc02g083820.1	AT4G34940
Solyc04g015600.3	AT2G41820
Solyc10g007670.5	AT2G33180
Solyc02g061850.4	AT4G35790
Solyc03g120450.4	AT1G80360
Solyc04g049710.3	AT3G55000
Solyc07g049290.3	AT3G21670
Solyc11g008140.3	AT5G04310
Solyc09g098150.3	AT1G79340
Solyc03g033620.3	AT4G36195
Solyc10g055640.2	AT2G16860
Solyc03g083030.3	AT5G24310
Solyc11g042620.3	AT1G71480
Solyc08g067030.3	AT4G32460
Solyc04g054930.3	AT5G65140
Solyc11g065760.2	AT5G23070
Solyc12g095850.2	AT2G25840
Solyc11g071680.2	AT5G20930
Solyc10g018350.2	AT2G45140
Solyc02g072310.3	AT5G45780
Solyc03g112450.4	AT2G18770
Solyc06g061000.3	AT4G17640
Solyc02g079230.3	AT4G21450
Solyc02g086650.3	AT3G01550
Solyc06g007310.5	AT3G52390
Solyc02g071740.3	AT3G58760
Solyc12g017450.2	AT1G16860
Solyc08g082970.5	AT4G10790
Solyc08g067610.3	AT1G15520
Solyc02g093550.3	AT3G01660
Solyc09g014500.3	AT3G08990
Solyc11g066070.2	AT1G47278
Solyc01g007120.3	AT3G51270
Solyc03g007480.3	AT5G53310
Solyc10g049650.3	AT2G14825
Solyc02g069820.3	AT3G29130
Solyc10g052580.3	AT2G21210
Solyc02g071570.4	AT4G18975
Solyc04g079380.1	AT2G34520
Solyc01g081200.3	AT5G17610
Solyc02g014770.3	AT2G02090
Solyc02g090890.4	AT5G67030
Solyc12g017450.2	AT1G78880
Solyc11g012970.2	AT1G44180
Solyc04g080080.3	AT1G75110
Solyc03g063750.3	AT3G57630
Solyc05g056000.3	AT5G19290
Solyc04g077250.4	AT1G10070
Solyc03g118920.3	AT1G48650
Solyc06g073670.4	AT2G27110
Solyc11g069010.2	AT2G28100
Solyc09g075370.3	AT1G14620
Solyc03g033640.3	AT4G36210
Solyc07g008360.2	AT1G51680
Solyc05g055330.3	AT1G66950
Solyc11g062070.3	AT5G19620
Solyc07g007560.3	AT5G20380
Solyc10g006140.3	AT3G21610
Solyc07g056430.3	AT1G17180
Solyc10g085680.2	AT5G01920
Solyc03g005470.3	AT4G14420
Solyc04g071540.4	AT1G43620
Solyc07g065270.1	AT5G48150
Solyc05g007470.4	AT5G40010
Solyc09g008790.4	AT3G44850
Solyc02g083360.1	AT2G17705
Solyc07g037960.1	AT4G29680
Solyc09g098120.3	AT2G31985
Solyc06g071960.4	AT5G63310
Solyc06g018100.4	AT4G33490
Solyc01g108510.3	AT2G15730
Solyc03g025410.4	AT4G11410
Solyc06g073360.3	AT5G62575
Solyc05g046290.3	AT4G25810
Solyc05g056250.3	AT4G31180
Solyc06g065370.3	AT1G71950
Solyc07g045210.1	AT4G12700
Solyc12g089150.2	AT1G28490
Solyc05g008860.4	AT2G01210
Solyc08g080130.3	AT4G11840
Solyc12g006520.3	AT1G78960
Solyc10g049630.2	AT4G33920
Solyc06g083150.3	AT3G07370
Solyc09g011850.4	AT3G54090
Solyc09g014230.2	AT3G54140
Solyc05g007060.4	AT1G07040
Solyc07g005720.3	AT4G30650
Solyc08g077350.3	AT2G38740
Solyc03g033510.3	AT4G34940
Solyc01g008990.4	AT3G02950
Solyc04g010100.2	AT3G06320
Solyc04g010100.2	AT5G18790
Solyc04g016390.2	AT3G06320
Solyc04g016390.2	AT5G18790
Solyc05g012450.4	AT2G03480
Solyc05g006420.3	AT1G10470
Solyc01g109180.4	AT1G49430
Solyc12g056480.2	AT4G22920
Solyc08g029000.3	AT1G55020
Solyc07g063260.4	AT1G26700
Solyc03g083410.3	AT4G27910
Solyc11g069400.2	AT5G60640
Solyc11g033260.2	AT1G50510
Solyc04g076830.4	AT1G58280
Solyc04g077450.3	AT3G12210
Solyc07g065550.3	AT5G55760
Solyc03g046590.3	AT5G38880
Solyc11g007300.2	AT1G66950
Solyc05g015500.4	AT1G67325
Solyc07g065790.2	AT5G55960
Solyc02g077740.3	AT4G28440
Solyc12g096670.2	AT2G31820
Solyc12g088450.3	AT5G23200
Solyc09g007560.4	AT4G01310
Solyc04g009140.4	AT1G14620
Solyc09g013130.3	AT3G09090
Solyc04g082180.4	AT5G42250
Solyc06g034290.3	AT3G47420
Solyc09g082890.3	AT3G22910
Solyc01g006555.2	AT3G45140
Solyc02g070100.3	AT4G34910
Solyc01g106010.3	AT5G64380
Solyc11g011340.2	AT4G37990
Solyc12g096310.2	AT4G31330
Solyc04g015970.3	AT2G41700
Solyc06g060600.3	AT4G22590
Solyc01g008070.4	AT5G47860
Solyc02g093470.4	AT1G67850
Solyc10g079300.2	AT2G41560
Solyc11g005910.2	AT5G64070
Solyc06g048540.3	AT3G10670
Solyc11g066020.2	AT2G28840
Solyc06g073910.4	AT5G22020
Solyc01g099090.3	AT1G09010
Solyc04g007510.4	AT2G01130
Solyc08g079060.4	AT4G12430
Solyc11g033270.2	AT3G07980
Solyc08g079040.1	AT4G22580
Solyc03g007200.2	AT1G26320
Solyc01g008420.3	AT1G51340
Solyc04g016260.3	AT2G41560
Solyc04g051670.3	AT3G57940
Solyc06g073340.3	AT1G05890
Solyc09g007490.3	AT2G37110
Solyc01g086710.4	AT1G29940
Solyc02g087170.4	AT3G01380
Solyc07g054450.4	AT2G20825
Solyc11g006550.3	AT2G26230
Solyc02g085830.5	AT5G38470
Solyc11g066650.3	AT5G22840
Solyc02g069630.3	AT4G20430
Solyc01g079760.3	AT5G27520
Solyc12g040320.2	AT5G07910
Solyc09g083000.3	AT3G22990
Solyc10g055720.2	AT4G38470
Solyc01g095515.1	AT2G46330
Solyc07g066290.3	AT1G16680
Solyc12g044400.3	AT3G16290
Solyc02g086850.3	AT5G40310
Solyc09g007440.3	AT3G09720
Solyc03g026290.3	AT1G16560
Solyc07g052510.4	AT1G05260
Solyc10g085050.3	AT2G37980
Solyc01g097770.4	AT5G58140
Solyc05g052760.4	AT3G08510
Solyc06g084330.3	AT4G02900
Solyc05g025820.5	AT2G26290
Solyc11g007280.3	AT2G36380
Solyc10g080760.2	AT3G12600
Solyc10g008460.3	AT2G20770
Solyc05g041200.5	AT1G06570
Solyc05g052820.3	AT2G39890
Solyc07g005715.1	AT4G28088
Solyc11g011720.1	AT2G21200
Solyc10g084600.2	AT5G02580
Solyc10g052470.1	AT4G39250
Solyc10g052470.1	AT2G21650
Solyc09g091280.4	AT3G12280
Solyc04g014250.3	AT2G22475
Solyc11g068550.1	AT3G44380
Solyc08g068290.3	AT2G25737
Solyc06g065240.3	AT1G71990
Solyc06g073710.5	AT3G15800
Solyc06g059800.3	AT1G76990
Solyc08g082560.3	AT4G10925
Solyc05g015610.3	AT1G27320
Solyc03g098290.4	AT1G73370
Solyc06g005500.4	AT2G28930
Solyc11g008780.3	AT5G16290
Solyc12g042370.3	AT5G51030
Solyc11g072990.1	AT1G07720
Solyc06g065460.2	AT1G34320
Solyc08g013740.4	AT4G10440
Solyc03g063320.3	AT3G12100
Solyc03g025840.3	AT4G25570
Solyc10g079170.2	AT2G41820
Solyc02g081530.1	AT1G06440
Solyc02g069630.3	AT5G44530
Solyc11g068790.2	AT2G27290
Solyc01g098640.3	AT1G54780
Solyc06g068450.3	AT5G25110
Solyc05g010420.2	AT3G25570
Solyc05g046020.3	AT1G05260
Solyc01g059830.3	AT4G16210
Solyc09g005260.4	AT3G51860
Solyc07g045210.1	AT2G04280
Solyc12g099560.2	AT5G49020
Solyc08g008200.3	AT5G41610
Solyc09g065480.2	AT3G63240
Solyc06g066830.4	AT1G52820
Solyc04g081280.3	AT1G75660
Solyc08g059660.3	AT2G25430
Solyc06g008760.1	AT1G06830
Solyc09g090960.4	AT1G60000
Solyc05g055700.3	AT1G65560
Solyc11g066900.2	AT2G27810
Solyc12g006200.1	AT4G12700
Solyc11g065350.2	AT3G21090
Solyc10g086650.1	AT3G53950
Solyc08g006120.3	AT3G59280
Solyc05g012160.3	AT1G26355
Solyc04g081160.3	AT1G30845
Solyc02g077630.3	AT1G28440
Solyc03g118010.4	AT5G07350
Solyc04g045470.4	AT1G35510
Solyc10g038130.3	AT5G26670
Solyc12g015780.2	AT1G60620
Solyc02g080190.3	AT1G11570
Solyc01g096220.3	AT1G01200
Solyc11g043150.2	AT5G05670
Solyc03g083250.3	AT5G53350
Solyc01g096410.4	AT3G07960
Solyc03g031880.3	AT1G65840
Solyc07g063470.1	AT1G52855
Solyc06g011590.3	AT2G28120
Solyc07g064330.3	AT1G50840
Solyc12g009470.2	AT2G26670
Solyc01g103050.3	AT1G59750
Solyc03g025280.4	AT5G25060
Solyc06g071910.3	AT1G24360
Solyc08g014300.5	AT1G05730
Solyc06g053490.5	AT2G31725
Solyc01g109350.3	AT3G18860
Solyc12g035650.2	AT1G24310
Solyc06g065630.3	AT4G32540
Solyc04g076390.3	AT2G31170
Solyc11g065350.2	AT1G51500
Solyc05g053410.5	AT4G16250
Solyc03g097520.3	AT4G24970
Solyc08g067260.5	AT2G26250
Solyc09g058990.3	AT3G07440
Solyc03g097030.3	AT1G65060
Solyc01g090910.3	AT2G45140
Solyc01g006150.3	AT3G58060
Solyc12g098700.1	AT3G09620
Solyc12g019060.2	AT2G31820
Solyc01g067630.3	AT2G39080
Solyc04g072800.4	AT1G22170
Solyc04g080340.3	AT1G75200
Solyc03g113280.3	AT5G62720
Solyc12g009020.2	AT4G29810
Solyc04g072890.4	AT1G36070
Solyc05g016250.3	AT3G22260
Solyc10g007990.3	AT2G42670
Solyc12g096040.3	AT5G20510
Solyc02g062430.3	AT4G36400
Solyc10g018600.2	AT1G05940
Solyc04g005790.3	AT1G69850
Solyc09g009470.1	AT1G67190
Solyc07g032730.4	AT1G79860
Solyc02g032330.3	AT1G47290
Solyc08g069100.1	AT4G31540
Solyc07g007300.3	AT2G41040
Solyc03g121600.4	AT1G72970
Solyc09g098540.3	AT1G05850
Solyc05g012590.4	AT2G03430
Solyc03g095220.3	AT5G05000
Solyc11g072920.2	AT5G06730
Solyc03g116850.3	AT1G15990
Solyc08g006000.3	AT4G31130
Solyc09g008140.3	AT5G03345
Solyc02g068740.3	AT2G35120
Solyc06g082360.5	AT1G06960
Solyc09g083070.3	AT1G52825
Solyc02g081950.4	AT5G40190
Solyc07g039510.4	AT3G47590
Solyc04g078910.3	AT1G07700
Solyc02g078230.2	AT4G04970
Solyc09g007510.3	AT3G53380
Solyc06g065690.3	AT5G25510
Solyc03g121120.4	AT5G50340
Solyc04g007560.3	AT1G15130
Solyc04g076180.5	AT1G05910
Solyc03g083960.3	AT5G51460
Solyc10g005650.3	AT5G56290
Solyc07g049240.3	AT1G05260
Solyc04g024590.3	AT3G03330
Solyc07g063520.3	AT4G21570
Solyc02g070770.3	AT2G34460
Solyc06g074700.4	AT3G44850
Solyc01g094550.3	AT1G01710
Solyc03g094030.5	AT5G19910
Solyc12g100070.3	AT3G13440
Solyc10g076590.3	AT3G51830
Solyc06g075390.4	AT1G60080
Solyc07g017400.3	AT2G26590
Solyc02g079350.3	AT4G05120
Solyc10g050840.3	AT5G36210
Solyc06g035920.3	AT5G23750
Solyc02g082750.4	AT3G51460
Solyc11g066790.2	AT5G22750
Solyc07g017640.2	AT4G31770
Solyc12g088340.2	AT1G27840
Solyc08g023495.1	AT3G22850
Solyc08g078540.3	AT4G16650
Solyc04g082120.3	AT1G20380
Solyc07g009160.3	AT5G55940
Solyc08g006800.3	AT4G31830
Solyc05g047420.4	AT3G12990
Solyc10g083640.2	AT1G27650
Solyc10g006410.3	AT3G15160
Solyc01g067620.3	AT3G21420
Solyc05g055330.3	AT2G36380
Solyc09g008310.3	AT5G03430
Solyc04g051640.3	AT4G13700
Solyc04g074720.3	AT1G35220
Solyc01g097000.3	AT5G04885
Solyc08g067830.3	AT1G34350
Solyc04g015080.5	AT2G22260
Solyc06g005990.4	AT3G46960
Solyc07g064040.3	AT5G54680
Solyc07g054300.3	AT1G03590
Solyc08g080620.1	AT4G11650
Solyc11g008260.2	AT3G54940
Solyc07g005430.3	AT1G68680
Solyc04g080090.4	AT4G16580
Solyc12g014490.3	AT5G55230
Solyc11g033282.1	AT5G13390
Solyc09g014470.2	AT3G09010
Solyc01g095010.4	AT2G46090
Solyc08g079710.3	AT1G01950
Solyc01g073710.2	AT2G44310
Solyc10g007720.4	AT1G67930
Solyc11g006505.2	AT5G04830
Solyc06g050570.3	AT3G56110
Solyc07g052540.3	AT1G05260
Solyc07g052530.3	AT1G05260
Solyc12g043100.2	AT3G16010
Solyc03g117100.3	AT5G25170
Solyc06g084390.3	AT4G02980
Solyc08g065330.3	AT4G33000
Solyc04g150108.1	AT4G26055
Solyc07g053920.3	AT4G28320
Solyc01g110000.3	AT1G45130
Solyc03g043880.3	AT3G49680
Solyc02g081580.3	AT3G02700
Solyc09g059997.2	AT1G76710
Solyc04g051200.2	AT5G16510
Solyc03g082400.3	AT4G10610
Solyc03g019790.3	AT5G08370
Solyc04g072390.3	AT1G36310
Solyc05g009820.5	AT1G13250
Solyc01g067580.5	AT5G18540
Solyc11g011970.2	AT4G03960
Solyc02g083430.1	AT4G35870
Solyc03g123840.4	AT3G21215
Solyc03g007200.2	AT5G16970
Solyc09g091560.3	AT1G04780
Solyc11g044750.3	AT1G71260
Solyc10g080810.2	AT3G56740
Solyc04g082710.5	AT4G35350
Solyc06g076780.3	AT3G47000
Solyc03g115960.3	AT1G74460
Solyc07g024000.3	AT4G13250
Solyc03g019730.5	AT5G50580
Solyc03g019730.5	AT5G50680
Solyc12g005940.2	AT1G12010
Solyc07g006110.5	AT4G30520
Solyc07g056440.3	AT1G17180
Solyc11g072430.3	AT1G07910
Solyc07g054170.3	AT4G28250
Solyc04g076960.4	AT1G09960
Solyc03g095450.3	AT5G01960
Solyc11g064880.2	AT5G19390
Solyc02g032330.3	AT2G26260
Solyc01g102940.3	AT5G49810
Solyc01g010700.3	AT1G69800
Solyc11g007300.2	AT2G36380
Solyc09g082580.5	AT4G14740
Solyc03g120540.3	AT3G16190
Solyc10g005520.3	AT1G16280
Solyc08g068920.4	AT5G24970
Solyc03g114370.5	AT5G65900
Solyc06g053350.3	AT1G06070
Solyc07g061990.3	AT1G78510
Solyc06g060910.2	AT4G17550
Solyc08g008510.3	AT4G10790
Solyc05g009080.5	AT5G08720
Solyc02g081970.4	AT4G20110
Solyc01g110903.1	AT2G21200
Solyc07g045050.3	AT1G06570
Solyc11g066830.2	AT1G27650
Solyc09g092520.3	AT3G23730
Solyc05g015910.1	AT3G02000
Solyc11g011330.2	AT4G37980
Solyc08g076310.3	AT1G32090
Solyc01g104310.3	AT1G33270
Solyc10g079450.2	AT5G04060
Solyc02g093520.3	AT5G14420
Solyc01g091740.4	AT2G45720
Solyc09g074340.3	AT4G03100
Solyc08g078880.3	AT2G13620
Solyc07g054450.4	AT4G28190
Solyc04g005520.3	AT1G26640
Solyc02g063390.5	AT2G46890
Solyc05g051900.3	AT1G78130
Solyc04g049770.4	AT2G39260
Solyc07g055130.4	AT3G58640
Solyc08g078650.3	AT4G16600
Solyc02g069090.4	AT1G02305
